2020-06-20 00:31:28,350 | INFO  | restartedMain:c.z.BlogApplication:55 | Starting BlogApplication on zzy with PID 23840 (D:\Java\JAVA_Projects\blog\target\classes started by zzy in D:\Java\JAVA_Projects\blog)
2020-06-20 00:31:28,377 | INFO  | restartedMain:c.z.BlogApplication:655 | The following profiles are active: dev
2020-06-20 00:31:28,438 | INFO  | restartedMain:o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor:225 | Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-06-20 00:31:28,439 | INFO  | restartedMain:o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor:225 | For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2020-06-20 00:31:30,529 | INFO  | restartedMain:o.s.d.r.c.RepositoryConfigurationDelegate:127 | Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-06-20 00:31:30,562 | INFO  | restartedMain:o.s.d.r.c.RepositoryConfigurationDelegate:187 | Finished Spring Data repository scanning in 12ms. Found 0 JPA repository interfaces.
2020-06-20 00:31:31,861 | INFO  | restartedMain:o.s.b.w.e.t.TomcatWebServer:108 | Tomcat initialized with port(s): 8080 (http)
2020-06-20 00:31:31,871 | INFO  | restartedMain:o.a.c.h.Http11NioProtocol:173 | Initializing ProtocolHandler ["http-nio-8080"]
2020-06-20 00:31:31,872 | INFO  | restartedMain:o.a.c.c.StandardService:173 | Starting service [Tomcat]
2020-06-20 00:31:31,872 | INFO  | restartedMain:o.a.c.c.StandardEngine:173 | Starting Servlet engine: [Apache Tomcat/9.0.36]
2020-06-20 00:31:32,002 | INFO  | restartedMain:o.a.c.c.C.[.[.[/]:173 | Initializing Spring embedded WebApplicationContext
2020-06-20 00:31:32,002 | INFO  | restartedMain:o.s.b.w.s.c.ServletWebServerApplicationContext:285 | Root WebApplicationContext: initialization completed in 3563 ms
2020-06-20 00:31:32,477 | INFO  | restartedMain:o.s.s.c.ThreadPoolTaskExecutor:181 | Initializing ExecutorService 'applicationTaskExecutor'
2020-06-20 00:31:32,652 | INFO  | task-1:o.h.j.i.u.LogHelper:31 | HHH000204: Processing PersistenceUnitInfo [name: default]
2020-06-20 00:31:32,849 | INFO  | task-1:o.h.Version:44 | HHH000412: Hibernate ORM core version 5.4.17.Final
2020-06-20 00:31:33,337 | INFO  | task-1:o.h.a.c.Version:49 | HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
