2020-06-30 01:03:25,900 | INFO  | restartedMain:c.z.BlogApplication:55 | Starting BlogApplication on zzy with PID 20376 (D:\Java\JAVA_Projects\blog\target\classes started by zzy in D:\Java\JAVA_Projects\blog)
2020-06-30 01:07:36,850 | INFO  | restartedMain:c.z.BlogApplication:55 | Starting BlogApplication on zzy with PID 18372 (D:\Java\JAVA_Projects\blog\target\classes started by zzy in D:\Java\JAVA_Projects\blog)
2020-06-30 01:07:36,854 | INFO  | restartedMain:c.z.BlogApplication:655 | The following profiles are active: dev
2020-06-30 01:07:36,993 | INFO  | restartedMain:o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor:225 | Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-06-30 01:07:36,994 | INFO  | restartedMain:o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor:225 | For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2020-06-30 01:07:37,577 | INFO  | restartedMain:o.s.d.r.c.RepositoryConfigurationDelegate:127 | Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-06-30 01:07:37,690 | INFO  | restartedMain:o.s.d.r.c.RepositoryConfigurationDelegate:187 | Finished Spring Data repository scanning in 105ms. Found 4 JPA repository interfaces.
2020-06-30 01:07:38,463 | INFO  | restartedMain:o.s.b.w.e.t.TomcatWebServer:108 | Tomcat initialized with port(s): 8080 (http)
2020-06-30 01:07:38,470 | INFO  | restartedMain:o.a.c.h.Http11NioProtocol:173 | Initializing ProtocolHandler ["http-nio-8080"]
2020-06-30 01:07:38,471 | INFO  | restartedMain:o.a.c.c.StandardService:173 | Starting service [Tomcat]
2020-06-30 01:07:38,471 | INFO  | restartedMain:o.a.c.c.StandardEngine:173 | Starting Servlet engine: [Apache Tomcat/9.0.36]
2020-06-30 01:07:38,599 | INFO  | restartedMain:o.a.c.c.C.[.[.[/]:173 | Initializing Spring embedded WebApplicationContext
2020-06-30 01:07:38,600 | INFO  | restartedMain:o.s.b.w.s.c.ServletWebServerApplicationContext:285 | Root WebApplicationContext: initialization completed in 1606 ms
2020-06-30 01:07:38,803 | INFO  | restartedMain:o.s.s.c.ThreadPoolTaskExecutor:181 | Initializing ExecutorService 'applicationTaskExecutor'
2020-06-30 01:07:38,867 | INFO  | task-1:o.h.j.i.u.LogHelper:31 | HHH000204: Processing PersistenceUnitInfo [name: default]
2020-06-30 01:07:38,936 | INFO  | task-1:o.h.Version:44 | HHH000412: Hibernate ORM core version 5.4.17.Final
2020-06-30 01:07:39,102 | INFO  | task-1:o.h.a.c.Version:49 | HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2020-06-30 01:07:39,220 | INFO  | task-1:c.z.h.HikariDataSource:110 | HikariPool-1 - Starting...
2020-06-30 01:07:39,345 | INFO  | task-1:c.z.h.HikariDataSource:123 | HikariPool-1 - Start completed.
2020-06-30 01:07:39,370 | INFO  | task-1:o.h.d.Dialect:172 | HHH000400: Using dialect: org.hibernate.dialect.MySQL57Dialect
2020-06-30 01:07:39,444 | INFO  | restartedMain:o.s.b.a.w.s.WelcomePageHandlerMapping:58 | Adding welcome page template: index
2020-06-30 01:07:40,109 | INFO  | restartedMain:o.s.b.d.a.OptionalLiveReloadServer:58 | LiveReload server is running on port 35729
2020-06-30 01:07:40,131 | INFO  | restartedMain:o.a.c.h.Http11NioProtocol:173 | Starting ProtocolHandler ["http-nio-8080"]
2020-06-30 01:07:40,152 | INFO  | restartedMain:o.s.b.w.e.t.TomcatWebServer:220 | Tomcat started on port(s): 8080 (http) with context path ''
2020-06-30 01:07:40,173 | INFO  | restartedMain:o.s.d.r.c.DeferredRepositoryInitializationListener:49 | Triggering deferred initialization of Spring Data repositories…
2020-06-30 01:07:40,320 | INFO  | task-1:o.h.e.t.j.p.i.JtaPlatformInitiator:52 | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-06-30 01:07:40,326 | INFO  | task-1:o.s.o.j.LocalContainerEntityManagerFactoryBean:416 | Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-06-30 01:07:40,915 | INFO  | restartedMain:o.s.d.r.c.DeferredRepositoryInitializationListener:53 | Spring Data repositories initialized!
2020-06-30 01:07:40,924 | INFO  | restartedMain:c.z.BlogApplication:61 | Started BlogApplication in 4.817 seconds (JVM running for 6.5)
2020-06-30 01:07:47,556 | INFO  | http-nio-8080-exec-1:o.a.c.c.C.[.[.[/]:173 | Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-06-30 01:07:47,556 | INFO  | http-nio-8080-exec-1:o.s.w.s.DispatcherServlet:525 | Initializing Servlet 'dispatcherServlet'
2020-06-30 01:07:47,568 | INFO  | http-nio-8080-exec-1:o.s.w.s.DispatcherServlet:547 | Completed initialization in 12 ms
2020-06-30 01:18:50,514 | INFO  | restartedMain:c.z.BlogApplication:55 | Starting BlogApplication on zzy with PID 3832 (D:\Java\JAVA_Projects\blog\target\classes started by zzy in D:\Java\JAVA_Projects\blog)
2020-06-30 01:18:50,518 | INFO  | restartedMain:c.z.BlogApplication:655 | The following profiles are active: dev
2020-06-30 01:18:50,698 | INFO  | restartedMain:o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor:225 | Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-06-30 01:18:50,699 | INFO  | restartedMain:o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor:225 | For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2020-06-30 01:18:51,286 | INFO  | restartedMain:o.s.d.r.c.RepositoryConfigurationDelegate:127 | Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-06-30 01:18:51,367 | INFO  | restartedMain:o.s.d.r.c.RepositoryConfigurationDelegate:187 | Finished Spring Data repository scanning in 75ms. Found 4 JPA repository interfaces.
2020-06-30 01:18:52,139 | INFO  | restartedMain:o.s.b.w.e.t.TomcatWebServer:108 | Tomcat initialized with port(s): 8080 (http)
2020-06-30 01:18:52,146 | INFO  | restartedMain:o.a.c.h.Http11NioProtocol:173 | Initializing ProtocolHandler ["http-nio-8080"]
2020-06-30 01:18:52,147 | INFO  | restartedMain:o.a.c.c.StandardService:173 | Starting service [Tomcat]
2020-06-30 01:18:52,148 | INFO  | restartedMain:o.a.c.c.StandardEngine:173 | Starting Servlet engine: [Apache Tomcat/9.0.36]
2020-06-30 01:18:52,248 | INFO  | restartedMain:o.a.c.c.C.[.[.[/]:173 | Initializing Spring embedded WebApplicationContext
2020-06-30 01:18:52,248 | INFO  | restartedMain:o.s.b.w.s.c.ServletWebServerApplicationContext:285 | Root WebApplicationContext: initialization completed in 1549 ms
2020-06-30 01:18:52,387 | INFO  | restartedMain:o.s.s.c.ThreadPoolTaskExecutor:181 | Initializing ExecutorService 'applicationTaskExecutor'
2020-06-30 01:18:52,430 | INFO  | task-1:o.h.j.i.u.LogHelper:31 | HHH000204: Processing PersistenceUnitInfo [name: default]
2020-06-30 01:18:52,472 | INFO  | task-1:o.h.Version:44 | HHH000412: Hibernate ORM core version 5.4.17.Final
2020-06-30 01:18:52,611 | INFO  | task-1:o.h.a.c.Version:49 | HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2020-06-30 01:18:52,717 | INFO  | task-1:c.z.h.HikariDataSource:110 | HikariPool-1 - Starting...
2020-06-30 01:18:52,847 | INFO  | task-1:c.z.h.HikariDataSource:123 | HikariPool-1 - Start completed.
2020-06-30 01:18:52,866 | INFO  | task-1:o.h.d.Dialect:172 | HHH000400: Using dialect: org.hibernate.dialect.MySQL57Dialect
2020-06-30 01:18:52,943 | INFO  | restartedMain:o.s.b.a.w.s.WelcomePageHandlerMapping:58 | Adding welcome page template: index
2020-06-30 01:18:53,482 | INFO  | restartedMain:o.s.b.d.a.OptionalLiveReloadServer:58 | LiveReload server is running on port 35729
2020-06-30 01:18:53,502 | INFO  | restartedMain:o.a.c.h.Http11NioProtocol:173 | Starting ProtocolHandler ["http-nio-8080"]
2020-06-30 01:18:53,523 | INFO  | restartedMain:o.s.b.w.e.t.TomcatWebServer:220 | Tomcat started on port(s): 8080 (http) with context path ''
2020-06-30 01:18:53,525 | INFO  | restartedMain:o.s.d.r.c.DeferredRepositoryInitializationListener:49 | Triggering deferred initialization of Spring Data repositories…
2020-06-30 01:18:53,757 | INFO  | task-1:o.h.e.t.j.p.i.JtaPlatformInitiator:52 | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-06-30 01:18:53,768 | INFO  | task-1:o.s.o.j.LocalContainerEntityManagerFactoryBean:416 | Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-06-30 01:18:54,556 | INFO  | restartedMain:o.s.d.r.c.DeferredRepositoryInitializationListener:53 | Spring Data repositories initialized!
2020-06-30 01:18:54,568 | INFO  | restartedMain:c.z.BlogApplication:61 | Started BlogApplication in 4.836 seconds (JVM running for 6.91)
2020-06-30 01:18:58,753 | INFO  | http-nio-8080-exec-1:o.a.c.c.C.[.[.[/]:173 | Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-06-30 01:18:58,754 | INFO  | http-nio-8080-exec-1:o.s.w.s.DispatcherServlet:525 | Initializing Servlet 'dispatcherServlet'
2020-06-30 01:18:58,772 | INFO  | http-nio-8080-exec-1:o.s.w.s.DispatcherServlet:547 | Completed initialization in 18 ms
2020-06-30 01:26:13,841 | INFO  | restartedMain:c.z.BlogApplication:55 | Starting BlogApplication on zzy with PID 16812 (D:\Java\JAVA_Projects\blog\target\classes started by zzy in D:\Java\JAVA_Projects\blog)
2020-06-30 01:26:13,850 | INFO  | restartedMain:c.z.BlogApplication:655 | The following profiles are active: dev
2020-06-30 01:26:14,069 | INFO  | restartedMain:o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor:225 | Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-06-30 01:26:14,069 | INFO  | restartedMain:o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor:225 | For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2020-06-30 01:26:14,760 | INFO  | restartedMain:o.s.d.r.c.RepositoryConfigurationDelegate:127 | Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-06-30 01:26:14,837 | INFO  | restartedMain:o.s.d.r.c.RepositoryConfigurationDelegate:187 | Finished Spring Data repository scanning in 71ms. Found 4 JPA repository interfaces.
2020-06-30 01:26:15,822 | INFO  | restartedMain:o.s.b.w.e.t.TomcatWebServer:108 | Tomcat initialized with port(s): 8080 (http)
2020-06-30 01:26:15,831 | INFO  | restartedMain:o.a.c.h.Http11NioProtocol:173 | Initializing ProtocolHandler ["http-nio-8080"]
2020-06-30 01:26:15,833 | INFO  | restartedMain:o.a.c.c.StandardService:173 | Starting service [Tomcat]
2020-06-30 01:26:15,833 | INFO  | restartedMain:o.a.c.c.StandardEngine:173 | Starting Servlet engine: [Apache Tomcat/9.0.36]
2020-06-30 01:26:15,946 | INFO  | restartedMain:o.a.c.c.C.[.[.[/]:173 | Initializing Spring embedded WebApplicationContext
2020-06-30 01:26:15,946 | INFO  | restartedMain:o.s.b.w.s.c.ServletWebServerApplicationContext:285 | Root WebApplicationContext: initialization completed in 1877 ms
2020-06-30 01:26:16,114 | INFO  | restartedMain:o.s.s.c.ThreadPoolTaskExecutor:181 | Initializing ExecutorService 'applicationTaskExecutor'
2020-06-30 01:26:16,162 | INFO  | task-1:o.h.j.i.u.LogHelper:31 | HHH000204: Processing PersistenceUnitInfo [name: default]
2020-06-30 01:26:16,212 | INFO  | task-1:o.h.Version:44 | HHH000412: Hibernate ORM core version 5.4.17.Final
2020-06-30 01:26:16,354 | INFO  | task-1:o.h.a.c.Version:49 | HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2020-06-30 01:26:16,456 | INFO  | task-1:c.z.h.HikariDataSource:110 | HikariPool-1 - Starting...
2020-06-30 01:26:16,603 | INFO  | task-1:c.z.h.HikariDataSource:123 | HikariPool-1 - Start completed.
2020-06-30 01:26:16,622 | INFO  | task-1:o.h.d.Dialect:172 | HHH000400: Using dialect: org.hibernate.dialect.MySQL57Dialect
2020-06-30 01:26:16,701 | INFO  | restartedMain:o.s.b.a.w.s.WelcomePageHandlerMapping:58 | Adding welcome page template: index
2020-06-30 01:26:17,270 | INFO  | restartedMain:o.s.b.d.a.OptionalLiveReloadServer:58 | LiveReload server is running on port 35729
2020-06-30 01:26:17,308 | INFO  | restartedMain:o.a.c.h.Http11NioProtocol:173 | Starting ProtocolHandler ["http-nio-8080"]
2020-06-30 01:26:17,329 | INFO  | restartedMain:o.s.b.w.e.t.TomcatWebServer:220 | Tomcat started on port(s): 8080 (http) with context path ''
2020-06-30 01:26:17,331 | INFO  | restartedMain:o.s.d.r.c.DeferredRepositoryInitializationListener:49 | Triggering deferred initialization of Spring Data repositories…
2020-06-30 01:26:17,502 | INFO  | task-1:o.h.e.t.j.p.i.JtaPlatformInitiator:52 | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-06-30 01:26:17,509 | INFO  | task-1:o.s.o.j.LocalContainerEntityManagerFactoryBean:416 | Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-06-30 01:26:18,200 | INFO  | restartedMain:o.s.d.r.c.DeferredRepositoryInitializationListener:53 | Spring Data repositories initialized!
2020-06-30 01:26:18,211 | INFO  | restartedMain:c.z.BlogApplication:61 | Started BlogApplication in 5.334 seconds (JVM running for 7.409)
2020-06-30 01:26:24,322 | INFO  | http-nio-8080-exec-1:o.a.c.c.C.[.[.[/]:173 | Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-06-30 01:26:24,323 | INFO  | http-nio-8080-exec-1:o.s.w.s.DispatcherServlet:525 | Initializing Servlet 'dispatcherServlet'
2020-06-30 01:26:24,335 | INFO  | http-nio-8080-exec-1:o.s.w.s.DispatcherServlet:547 | Completed initialization in 12 ms
2020-06-30 01:31:07,846 | INFO  | Thread-198:o.s.o.j.LocalContainerEntityManagerFactoryBean:598 | Closing JPA EntityManagerFactory for persistence unit 'default'
2020-06-30 01:31:07,851 | INFO  | Thread-198:o.s.s.c.ThreadPoolTaskExecutor:218 | Shutting down ExecutorService 'applicationTaskExecutor'
2020-06-30 01:31:07,854 | INFO  | Thread-198:c.z.h.HikariDataSource:350 | HikariPool-1 - Shutdown initiated...
2020-06-30 01:31:07,904 | INFO  | Thread-198:c.z.h.HikariDataSource:352 | HikariPool-1 - Shutdown completed.
2020-06-30 01:31:08,302 | INFO  | restartedMain:c.z.BlogApplication:55 | Starting BlogApplication on zzy with PID 16812 (D:\Java\JAVA_Projects\blog\target\classes started by zzy in D:\Java\JAVA_Projects\blog)
2020-06-30 01:31:08,303 | INFO  | restartedMain:c.z.BlogApplication:655 | The following profiles are active: dev
2020-06-30 01:31:08,590 | INFO  | restartedMain:o.s.d.r.c.RepositoryConfigurationDelegate:127 | Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-06-30 01:31:08,620 | INFO  | restartedMain:o.s.d.r.c.RepositoryConfigurationDelegate:187 | Finished Spring Data repository scanning in 28ms. Found 4 JPA repository interfaces.
2020-06-30 01:31:08,976 | INFO  | restartedMain:o.s.b.w.e.t.TomcatWebServer:108 | Tomcat initialized with port(s): 8080 (http)
2020-06-30 01:31:08,977 | INFO  | restartedMain:o.a.c.h.Http11NioProtocol:173 | Initializing ProtocolHandler ["http-nio-8080"]
2020-06-30 01:31:08,977 | INFO  | restartedMain:o.a.c.c.StandardService:173 | Starting service [Tomcat]
2020-06-30 01:31:08,978 | INFO  | restartedMain:o.a.c.c.StandardEngine:173 | Starting Servlet engine: [Apache Tomcat/9.0.36]
2020-06-30 01:31:09,017 | INFO  | restartedMain:o.a.c.c.C.[.[.[/]:173 | Initializing Spring embedded WebApplicationContext
2020-06-30 01:31:09,017 | INFO  | restartedMain:o.s.b.w.s.c.ServletWebServerApplicationContext:285 | Root WebApplicationContext: initialization completed in 712 ms
2020-06-30 01:31:09,161 | INFO  | restartedMain:o.s.s.c.ThreadPoolTaskExecutor:181 | Initializing ExecutorService 'applicationTaskExecutor'
2020-06-30 01:31:09,181 | INFO  | task-1:o.h.j.i.u.LogHelper:31 | HHH000204: Processing PersistenceUnitInfo [name: default]
2020-06-30 01:31:09,188 | INFO  | task-1:c.z.h.HikariDataSource:110 | HikariPool-2 - Starting...
2020-06-30 01:31:09,204 | INFO  | task-1:c.z.h.HikariDataSource:123 | HikariPool-2 - Start completed.
2020-06-30 01:31:09,205 | INFO  | task-1:o.h.d.Dialect:172 | HHH000400: Using dialect: org.hibernate.dialect.MySQL57Dialect
2020-06-30 01:31:09,556 | INFO  | task-1:o.h.e.t.j.p.i.JtaPlatformInitiator:52 | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-06-30 01:31:09,557 | INFO  | task-1:o.s.o.j.LocalContainerEntityManagerFactoryBean:416 | Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-06-30 01:31:09,881 | INFO  | task-2:o.s.b.d.a.OptionalLiveReloadServer:58 | LiveReload server is running on port 35729
2020-06-30 01:31:09,946 | INFO  | restartedMain:o.s.b.a.w.s.WelcomePageHandlerMapping:58 | Adding welcome page template: index
2020-06-30 01:31:10,361 | INFO  | restartedMain:o.a.c.h.Http11NioProtocol:173 | Starting ProtocolHandler ["http-nio-8080"]
2020-06-30 01:31:10,364 | INFO  | restartedMain:o.s.b.w.e.t.TomcatWebServer:220 | Tomcat started on port(s): 8080 (http) with context path ''
2020-06-30 01:31:10,365 | INFO  | restartedMain:o.s.d.r.c.DeferredRepositoryInitializationListener:49 | Triggering deferred initialization of Spring Data repositories…
2020-06-30 01:31:10,671 | INFO  | restartedMain:o.s.d.r.c.DeferredRepositoryInitializationListener:53 | Spring Data repositories initialized!
2020-06-30 01:31:10,678 | INFO  | restartedMain:c.z.BlogApplication:61 | Started BlogApplication in 2.418 seconds (JVM running for 299.875)
2020-06-30 01:31:10,681 | INFO  | restartedMain:o.s.b.d.a.ConditionEvaluationDeltaLoggingListener:63 | Condition evaluation unchanged
2020-06-30 01:31:55,032 | INFO  | http-nio-8080-exec-1:o.a.c.c.C.[.[.[/]:173 | Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-06-30 01:31:55,033 | INFO  | http-nio-8080-exec-1:o.s.w.s.DispatcherServlet:525 | Initializing Servlet 'dispatcherServlet'
2020-06-30 01:31:55,045 | INFO  | http-nio-8080-exec-1:o.s.w.s.DispatcherServlet:547 | Completed initialization in 12 ms
2020-06-30 01:33:11,086 | INFO  | Thread-206:o.s.o.j.LocalContainerEntityManagerFactoryBean:598 | Closing JPA EntityManagerFactory for persistence unit 'default'
2020-06-30 01:33:11,087 | INFO  | Thread-206:o.s.s.c.ThreadPoolTaskExecutor:218 | Shutting down ExecutorService 'applicationTaskExecutor'
2020-06-30 01:33:11,088 | INFO  | Thread-206:c.z.h.HikariDataSource:350 | HikariPool-2 - Shutdown initiated...
2020-06-30 01:33:11,100 | INFO  | Thread-206:c.z.h.HikariDataSource:352 | HikariPool-2 - Shutdown completed.
2020-06-30 01:33:11,406 | INFO  | restartedMain:c.z.BlogApplication:55 | Starting BlogApplication on zzy with PID 16812 (D:\Java\JAVA_Projects\blog\target\classes started by zzy in D:\Java\JAVA_Projects\blog)
2020-06-30 01:33:11,407 | INFO  | restartedMain:c.z.BlogApplication:655 | The following profiles are active: dev
2020-06-30 01:33:11,677 | INFO  | restartedMain:o.s.d.r.c.RepositoryConfigurationDelegate:127 | Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-06-30 01:33:11,725 | INFO  | restartedMain:o.s.d.r.c.RepositoryConfigurationDelegate:187 | Finished Spring Data repository scanning in 47ms. Found 4 JPA repository interfaces.
2020-06-30 01:33:12,046 | INFO  | restartedMain:o.s.b.w.e.t.TomcatWebServer:108 | Tomcat initialized with port(s): 8080 (http)
2020-06-30 01:33:12,047 | INFO  | restartedMain:o.a.c.h.Http11NioProtocol:173 | Initializing ProtocolHandler ["http-nio-8080"]
2020-06-30 01:33:12,048 | INFO  | restartedMain:o.a.c.c.StandardService:173 | Starting service [Tomcat]
2020-06-30 01:33:12,048 | INFO  | restartedMain:o.a.c.c.StandardEngine:173 | Starting Servlet engine: [Apache Tomcat/9.0.36]
2020-06-30 01:33:12,092 | INFO  | restartedMain:o.a.c.c.C.[.[.[/]:173 | Initializing Spring embedded WebApplicationContext
2020-06-30 01:33:12,093 | INFO  | restartedMain:o.s.b.w.s.c.ServletWebServerApplicationContext:285 | Root WebApplicationContext: initialization completed in 683 ms
2020-06-30 01:33:12,208 | INFO  | restartedMain:o.s.s.c.ThreadPoolTaskExecutor:181 | Initializing ExecutorService 'applicationTaskExecutor'
2020-06-30 01:33:12,244 | INFO  | task-1:o.h.j.i.u.LogHelper:31 | HHH000204: Processing PersistenceUnitInfo [name: default]
2020-06-30 01:33:12,257 | INFO  | task-1:c.z.h.HikariDataSource:110 | HikariPool-3 - Starting...
2020-06-30 01:33:12,285 | INFO  | task-1:c.z.h.HikariDataSource:123 | HikariPool-3 - Start completed.
2020-06-30 01:33:12,285 | INFO  | task-1:o.h.d.Dialect:172 | HHH000400: Using dialect: org.hibernate.dialect.MySQL57Dialect
2020-06-30 01:33:12,588 | INFO  | task-1:o.h.e.t.j.p.i.JtaPlatformInitiator:52 | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-06-30 01:33:12,589 | INFO  | task-1:o.s.o.j.LocalContainerEntityManagerFactoryBean:416 | Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-06-30 01:33:12,830 | INFO  | task-2:o.s.b.d.a.OptionalLiveReloadServer:58 | LiveReload server is running on port 35729
2020-06-30 01:33:12,874 | INFO  | restartedMain:o.s.b.a.w.s.WelcomePageHandlerMapping:58 | Adding welcome page template: index
2020-06-30 01:33:13,179 | INFO  | restartedMain:o.a.c.h.Http11NioProtocol:173 | Starting ProtocolHandler ["http-nio-8080"]
2020-06-30 01:33:13,182 | INFO  | restartedMain:o.s.b.w.e.t.TomcatWebServer:220 | Tomcat started on port(s): 8080 (http) with context path ''
2020-06-30 01:33:13,183 | INFO  | restartedMain:o.s.d.r.c.DeferredRepositoryInitializationListener:49 | Triggering deferred initialization of Spring Data repositories…
2020-06-30 01:33:13,307 | INFO  | http-nio-8080-exec-1:o.a.c.c.C.[.[.[/]:173 | Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-06-30 01:33:13,307 | INFO  | http-nio-8080-exec-1:o.s.w.s.DispatcherServlet:525 | Initializing Servlet 'dispatcherServlet'
2020-06-30 01:33:13,519 | INFO  | restartedMain:o.s.d.r.c.DeferredRepositoryInitializationListener:53 | Spring Data repositories initialized!
2020-06-30 01:33:13,525 | INFO  | http-nio-8080-exec-1:o.s.w.s.DispatcherServlet:547 | Completed initialization in 218 ms
2020-06-30 01:33:13,525 | INFO  | restartedMain:c.z.BlogApplication:61 | Started BlogApplication in 2.167 seconds (JVM running for 422.722)
